Tree species,Yield class,Age,Main crop after thinning number of trees,Main crop after thinning top height (m),Main crop after thinning mean diameter (cm),Main crop after thinning basal area (m2),Main crop after thinning volume in cubic meters to top diameters of 7cm,Main crop after thinning volume in cubic meters to top diameters of 18cm,Main crop after thinning volume in cubic meters to top diameters of 24cm,Yield from thinnings number of trees,Yield from thinnings mean diameter (cm),Yield from thinnings mean volume per tree (m3),Yield from thinnings volume in cubic meters to top diameters of 7cm,Yield from thinnings volume in cubic meters to top diameters of 18cm,Yield from thinnings volume in cubic meters to top diameters of 24cm,Cumulative production basal area (m2),Cumulative production volume to 7cm (m3),Increment CAI basal area (m2),Increment CAI volume to 7cm (m3),Increment MAI volume to 7cm (m3)
Western Red Cedar,16,40,1262,18.3,21.6,46.2,338,176,39,270,18.6,0.208,56,17,2,84.8,548,2.11,22.9,13.7
Western Red Cedar,16,45,1064,20,24.3,49.5,394,265,93,198,21,0.283,56,27,5,95,660,1.93,21.8,14.7
Western Red Cedar,16,50,912,21.6,27,52.4,443,343,172,152,23.5,0.368,56,35,11,104.4,765,1.75,20.4,15.3
Western Red Cedar,16,55,799,22.9,29.4,54.4,486,405,250,113,25.9,0.491,56,41,18,112.4,864,1.57,19,15.7
Western Red Cedar,16,60,716,24.2,31.7,56.5,527,461,326,83,28.3,0.603,50,40,23,119.8,955,1.4,17.6,15.9
Western Red Cedar,16,65,655,25.3,33.8,58.6,567,512,393,61,30.6,0.721,44,38,25,126.4,1040,1.28,16.5,16
Western Red Cedar,16,70,607,26.3,35.7,60.7,606,559,453,48,32.8,0.851,41,37,27,132.5,1119,1.18,15.4,16
Western Red Cedar,16,75,568,27.3,37.4,62.6,642,600,507,39,34.8,0.98,39,35,28,138.2,1194,1.06,14.1,15.9
Western Red Cedar,16,80,535,28.1,39,63.9,671,634,551,33,36.6,1.091,37,34,29,143.1,1260,0.97,12.6,15.8
Lawson Cypress,16,15,3638,6.6,9.2,24.3,32,0,0,0,0,0,0,0,0,24.3,32,2.62,11.4,2.1
Lawson Cypress,16,20,3443,9.3,11.7,37.2,103,1,0,195,0,0,0,0,0,37.2,103,2.57,16.9,5.2
Lawson Cypress,16,25,2585,11.9,13.7,38,159,8,0,858,13.3,0.049,42,2,0,50,201,2.5,21,8
Lawson Cypress,16,30,1925,14.3,16.1,39.2,216,30,0,660,14.6,0.085,56,4,0,62.2,314,2.39,23,10.5
Lawson Cypress,16,35,1532,16.4,18.8,42.5,277,88,9,393,16.4,0.142,56,9,0,73.9,431,2.26,23.4,12.3
Lawson Cypress,16,40,1262,18.3,21.6,46.2,338,176,39,270,18.6,0.208,56,17,2,84.8,548,2.11,22.9,13.7
Lawson Cypress,16,45,1064,20,24.3,49.5,394,265,93,198,21,0.283,56,27,5,95,660,1.93,21.8,14.7
Lawson Cypress,16,50,912,21.6,27,52.4,443,343,172,152,23.5,0.368,56,35,11,104.4,765,1.75,20.4,15.3
Lawson Cypress,16,55,799,22.9,29.4,54.4,486,405,250,113,25.9,0.491,56,41,18,112.4,864,1.57,19,15.7
Lawson Cypress,16,60,716,24.2,31.7,56.5,527,461,326,83,28.3,0.603,50,40,23,119.8,955,1.4,17.6,15.9
Lawson Cypress,16,65,655,25.3,33.8,58.6,567,512,393,61,30.6,0.721,44,38,25,126.4,1040,1.28,16.5,16
Lawson Cypress,16,70,607,26.3,35.7,60.7,606,559,453,48,32.8,0.851,41,37,27,132.5,1119,1.18,15.4,16
Lawson Cypress,16,75,568,27.3,37.4,62.6,642,600,507,39,34.8,0.98,39,35,28,138.2,1194,1.06,14.1,15.9
Lawson Cypress,16,80,535,28.1,39,63.9,671,634,551,33,36.6,1.091,37,34,29,143.1,1260,0.97,12.6,15.8
Western Red Cedar,14,15,3686,6,8.2,19.5,18,0,0,0,0,0,0,0,0,19.5,18,2.4,8.6,1.2
Western Red Cedar,14,20,3507,8.5,10.8,32.4,75,0,0,179,0,0,0,0,0,32.4,74,2.37,13.8,3.7
Western Red Cedar,14,25,3058,10.9,12.6,38.4,138,3,0,449,12.8,0.04,18,0,0,44.2,156,2.33,17.8,6.2
Western Red Cedar,14,30,2248,13.1,14.7,39,186,15,0,810,13.7,0.061,49,2,0,55.7,253,2.25,20.1,8.4
Western Red Cedar,14,35,1789,15.1,17,40.6,241,45,1,459,15.1,0.107,49,5,0,66.7,357,2.11,20.9,10.2
Western Red Cedar,14,40,1478,16.9,19.4,43.8,297,109,14,311,16.9,0.158,49,9,0,76.8,462,1.94,20.5,11.5
Western Red Cedar,14,45,1249,18.6,21.8,46.7,348,187,43,229,18.8,0.214,49,15,2,86.1,562,1.79,19.6,12.5
Western Red Cedar,14,50,1073,20,24.2,49.3,394,263,90,176,20.8,0.279,49,23,4,94.7,657,1.63,18.6,13.1
Western Red Cedar,14,55,936,21.3,26.5,51.7,435,329,156,137,23,0.355,49,30,8,102.7,747,1.48,17.4,13.6
Western Red Cedar,14,60,838,22.5,28.6,53.8,474,386,223,98,25.1,0.456,45,32,12,109.7,831,1.33,16.2,13.9
Western Red Cedar,14,65,766,23.6,30.5,56,512,438,290,72,27.1,0.543,39,30,15,116.1,908,1.2,14.9,14
Western Red Cedar,14,70,709,24.5,32.2,57.9,548,484,351,57,28.9,0.627,36,29,17,121.7,980,1.09,13.9,14
Western Red Cedar,14,75,663,25.4,33.9,59.6,581,526,405,46,30.7,0.722,34,29,19,126.9,1047,1.01,12.9,14
Western Red Cedar,14,80,625,26.2,35.3,61.4,611,561,452,38,32.4,0.85,32,29,21,131.8,1109,0.92,11.5,13.9
Lawson Cypress,14,15,3686,6,8.2,19.5,18,0,0,0,0,0,0,0,0,19.5,18,2.4,8.6,1.2
Lawson Cypress,14,20,3507,8.5,10.8,32.4,75,0,0,179,0,0,0,0,0,32.4,74,2.37,13.8,3.7
Lawson Cypress,14,25,3058,10.9,12.6,38.4,138,3,0,449,12.8,0.04,18,0,0,44.2,156,2.33,17.8,6.2
Lawson Cypress,14,30,2248,13.1,14.7,39,186,15,0,810,13.7,0.061,49,2,0,55.7,253,2.25,20.1,8.4
Lawson Cypress,14,35,1789,15.1,17,40.6,241,45,1,459,15.1,0.107,49,5,0,66.7,357,2.11,20.9,10.2
Lawson Cypress,14,40,1478,16.9,19.4,43.8,297,109,14,311,16.9,0.158,49,9,0,76.8,462,1.94,20.5,11.5
Lawson Cypress,14,45,1249,18.6,21.8,46.7,348,187,43,229,18.8,0.214,49,15,2,86.1,562,1.79,19.6,12.5
Lawson Cypress,14,50,1073,20,24.2,49.3,394,263,90,176,20.8,0.279,49,23,4,94.7,657,1.63,18.6,13.1
Lawson Cypress,14,55,936,21.3,26.5,51.7,435,329,156,137,23,0.355,49,30,8,102.7,747,1.48,17.4,13.6
Lawson Cypress,14,60,838,22.5,28.6,53.8,474,386,223,98,25.1,0.456,45,32,12,109.7,831,1.33,16.2,13.9
Lawson Cypress,14,65,766,23.6,30.5,56,512,438,290,72,27.1,0.543,39,30,15,116.1,908,1.2,14.9,14
Lawson Cypress,14,70,709,24.5,32.2,57.9,548,484,351,57,28.9,0.627,36,29,17,121.7,980,1.09,13.9,14
Lawson Cypress,14,75,663,25.4,33.9,59.6,581,526,405,46,30.7,0.722,34,29,19,126.9,1047,1.01,12.9,14
Lawson Cypress,14,80,625,26.2,35.3,61.4,611,561,452,38,32.4,0.85,32,29,21,131.8,1109,0.92,11.5,13.9
Western Red Cedar,12,20,3575,7.5,10,27.9,50,0,0,0,0,0,0,0,0,27.9,50,2.17,10.9,2.5
Western Red Cedar,12,25,3416,9.7,12,38.8,115,1,0,159,0,0,0,0,0,38.8,115,2.16,14.6,4.6
Western Red Cedar,12,30,2646,11.8,13.6,38.7,158,8,0,770,13.4,0.05,38,2,0,49.5,196,2.06,17.1,6.5
Western Red Cedar,12,35,2093,13.7,15.6,39.8,205,24,0,553,14.3,0.076,42,3,0,59.4,286,1.92,18.1,8.2
Western Red Cedar,12,40,1730,15.5,17.6,42.1,255,58,3,363,15.6,0.116,42,5,0,68.7,377,1.78,18.1,9.4
Western Red Cedar,12,45,1468,17,19.7,44.6,303,117,16,262,17.1,0.16,42,8,0,77.2,467,1.64,17.5,10.4
Western Red Cedar,12,50,1268,18.4,21.7,47,346,184,41,200,18.7,0.211,42,13,1,85,552,1.51,16.6,11
Western Red Cedar,12,55,1111,19.6,23.7,49.1,384,247,79,157,20.4,0.267,42,19,3,92.3,632,1.4,15.5,11.5
Western Red Cedar,12,60,984,20.7,25.7,50.9,416,302,129,127,22.2,0.329,42,23,6,99,706,1.26,14.4,11.8
Western Red Cedar,12,65,898,21.7,27.5,53.3,452,356,186,86,23.9,0.387,33,22,7,105.3,776,1.14,13.4,11.9
Western Red Cedar,12,70,836,22.6,29,55.2,487,401,240,62,25.5,0.479,30,21,9,110.4,840,1.04,12.2,12
Western Red Cedar,12,75,782,23.5,30.4,56.8,517,441,290,54,27,0.519,28,22,11,115,898,0.92,11.3,12
Western Red Cedar,12,80,738,24.2,31.8,58.5,544,477,338,44,28.4,0.619,27,22,13,119.5,953,0.87,10.4,11.9
Lawson Cypress,12,20,3575,7.5,10,27.9,50,0,0,0,0,0,0,0,0,27.9,50,2.17,10.9,2.5
Lawson Cypress,12,25,3416,9.7,12,38.8,115,1,0,159,0,0,0,0,0,38.8,115,2.16,14.6,4.6
Lawson Cypress,12,30,2646,11.8,13.6,38.7,158,8,0,770,13.4,0.05,38,2,0,49.5,196,2.06,17.1,6.5
Lawson Cypress,12,35,2093,13.7,15.6,39.8,205,24,0,553,14.3,0.076,42,3,0,59.4,286,1.92,18.1,8.2
Lawson Cypress,12,40,1730,15.5,17.6,42.1,255,58,3,363,15.6,0.116,42,5,0,68.7,377,1.78,18.1,9.4
Lawson Cypress,12,45,1468,17,19.7,44.6,303,117,16,262,17.1,0.16,42,8,0,77.2,467,1.64,17.5,10.4
Lawson Cypress,12,50,1268,18.4,21.7,47,346,184,41,200,18.7,0.211,42,13,1,85,552,1.51,16.6,11
Lawson Cypress,12,55,1111,19.6,23.7,49.1,384,247,79,157,20.4,0.267,42,19,3,92.3,632,1.4,15.5,11.5
Lawson Cypress,12,60,984,20.7,25.7,50.9,416,302,129,127,22.2,0.329,42,23,6,99,706,1.26,14.4,11.8
Lawson Cypress,12,65,898,21.7,27.5,53.3,452,356,186,86,23.9,0.387,33,22,7,105.3,776,1.14,13.4,11.9
Lawson Cypress,12,70,836,22.6,29,55.2,487,401,240,62,25.5,0.479,30,21,9,110.4,840,1.04,12.2,12
Lawson Cypress,12,75,782,23.5,30.4,56.8,517,441,290,54,27,0.519,28,22,11,115,898,0.92,11.3,12
Lawson Cypress,12,80,738,24.2,31.8,58.5,544,477,338,44,28.4,0.619,27,22,13,119.5,953,0.87,10.4,11.9
Grand Fir,30,15,2445,10.3,12.2,28.6,100,1,0,275,11.9,0.046,13,0,0,31.7,113,3.38,26,7.5
Grand Fir,30,20,1200,15.2,16.2,24.7,155,22,0,1245,14.7,0.84,105,8,0,48.8,273,3.38,37.7,13.7
Grand Fir,30,25,760,20.2,21.9,28.6,267,145,33,440,19.2,0.239,105,37,5,65.5,490,3.1,44.8,19.6
Grand Fir,30,30,545,24.8,27.8,33,393,313,168,215,24.3,0.493,105,71,25,79.9,721,2.67,45.5,24
Grand Fir,30,35,431,28.9,33.3,37.6,511,459,347,114,29.5,0.923,105,88,55,92.2,944,2.32,42.8,27
Grand Fir,30,40,358,32.3,38.5,41.6,616,580,499,73,34.7,1.386,100,91,72,103.1,1149,2.07,39,28.7
Grand Fir,30,45,314,35.2,43.2,46,719,690,631,44,39.7,1.917,83,78,69,112.9,1334,1.85,35.1,29.6
Grand Fir,30,50,285,37.7,47.4,50.3,813,790,740,29,44.4,2.465,71,68,63,121.6,1499,1.64,31.1,30
Grand Fir,30,55,264,39.7,51.1,54.1,897,876,831,21,48.7,2.962,62,61,57,129.3,1645,1.45,27.2,29.9
Grand Fir,30,60,247,41.4,54.4,57.5,968,949,906,17,52.6,3.584,55,54,51,136,1771,1.27,23.6,29.5
Grand Fir,30,65,235,42.8,57.3,60.5,1028,1009,969,12,56.1,4.151,49,49,46,142,1880,1.1,20.2,28.9
Grand Fir,30,70,225,44,59.7,63,1076,1058,1019,10,59.1,4.594,44,43,42,147.1,1973,0.92,16.7,28.2
Grand Fir,30,75,217,44.9,61.6,64.7,1111,1093,1055,8,61.5,4.817,40,39,38,151.2,2047,0.75,13.4,27.3
Grand Fir,30,80,211,45.5,63.1,66.1,1135,1117,1080,6,63.4,5.556,35,34,33,154.6,2107,0.61,10.1,26.3
Grand Fir,28,15,2588,9.9,11.7,27.6,92,0,0,132,11.5,0.037,5,0,0,29,97,3.36,24.4,6.5
Grand Fir,28,20,1272,14.6,15.5,24,143,16,0,1316,14.1,0.075,98,6,0,46,245,3.36,35,12.3
Grand Fir,28,25,806,19.4,20.9,27.7,246,118,22,466,18.4,0.211,98,28,3,62.1,447,3,41.9,17.9
Grand Fir,28,30,575,23.9,26.5,31.8,365,277,131,231,23.2,0.425,98,60,18,76,664,2.58,42.8,22.1
Grand Fir,28,35,453,27.9,31.9,36.2,478,420,300,122,28.1,0.805,98,79,44,87.9,875,2.24,40.5,25
Grand Fir,28,40,375,31.2,36.8,40,576,536,447,78,33,1.236,96,86,64,98.4,1069,1.97,36.9,26.7
Grand Fir,28,45,329,34,41.3,44.1,673,642,575,46,37.7,1.707,78,73,62,107.7,1243,1.75,33.1,27.6
Grand Fir,28,50,298,36.4,45.3,48.1,762,736,680,31,42,2.162,67,64,58,115.9,1399,1.54,29.3,28
Grand Fir,28,55,275,38.4,48.8,51.6,840,818,771,23,46,2.614,58,56,53,123.1,1536,1.35,25.6,27.9
Grand Fir,28,60,258,40.1,51.9,54.6,907,887,842,17,49.6,3.115,52,50,48,129.3,1654,1.17,22,27.6
Grand Fir,28,65,245,41.5,54.6,57.3,963,944,902,13,52.8,3.586,46,45,43,134.8,1756,1.01,18.7,27
Grand Fir,28,70,235,42.6,56.9,59.5,1008,989,949,10,55.5,4.04,41,40,38,139.5,1842,0.85,15.5,26.3
Grand Fir,28,75,226,43.4,58.7,61.2,1041,1023,984,9,57.8,4.469,36,36,34,143.3,1911,0.68,12.4,25.5
Grand Fir,28,80,220,44.1,60.1,62.4,1063,1046,1008,6,59.6,4.677,32,31,30,146.3,1965,0.55,9.3,24.6
Grand Fir,26,15,2710,9.4,11.1,26.4,82,0,0,0,0,0,0,0,0,26.4,82,3.32,22.8,5.5
Grand Fir,26,20,1377,13.8,14.9,29.9,131,11,0,1333,13.7,0.066,88,4,0,43.5,220,3.33,32.3,11
Grand Fir,26,25,877,18.5,19.9,27.3,226,92,14,500,17.6,0.182,91,21,1,59.1,405,2.9,38.9,16.2
Grand Fir,26,30,622,22.8,25.2,31,338,240,96,255,22,0.358,91,50,12,72.5,608,2.49,40.1,20.3
Grand Fir,26,35,487,26.6,30.3,35,445,378,247,135,26.6,0.676,91,69,33,84.1,806,2.15,38.1,23
Grand Fir,26,40,402,29.9,35,38.6,536,491,391,85,31.1,1.073,91,79,54,94.1,989,1.88,34.7,24.7
Grand Fir,26,45,352,32.9,39.2,42.4,627,592,516,50,35.4,1.477,74,68,55,102.8,1153,1.65,31,25.6
Grand Fir,26,50,318,34.9,42.9,46.1,710,681,621,34,39.4,1.869,63,59,52,110.5,1298,1.45,27.5,26
Grand Fir,26,55,294,36.8,46.3,49.3,784,759,707,24,43,2.266,55,52,48,117.3,1427,1.26,24,25.9
Grand Fir,26,60,275,38.5,49.1,52.1,847,825,778,19,46.3,2.62,48,47,44,123.2,1539,1.09,20.6,25.6
Grand Fir,26,65,261,39.8,51.6,54.5,899,879,834,14,49.2,3.065,43,42,39,128.2,1633,0.92,17.3,25.1
Grand Fir,26,70,249,40.9,53.6,56.4,940,921,878,12,51.6,3.396,38,37,35,132.4,1712,0.77,14.3,24.5
Grand Fir,26,75,240,41.7,55.4,58,972,953,912,9,53.7,4,33,33,31,135.9,1777,0.62,11.4,23.7
Grand Fir,26,80,233,42.4,56.7,58.9,991,974,933,7,55.3,4.014,29,28,27,138.6,1825,0.49,8.5,22.8
Grand Fir,24,15,2728,8.9,10.5,23.7,68,0,0,0,0,0,0,0,0,23.7,68,3.27,21.1,4.6
Grand Fir,24,20,1510,13.1,14.3,24.3,122,8,0,1218,13.3,0.061,74,3,0,41.3,196,3.29,29.8,9.8
Grand Fir,24,25,971,17.5,19,27.4,208,69,8,539,16.9,0.156,84,15,0,56.4,366,2.81,35.8,14.6
Grand Fir,24,30,689,21.6,23.8,30.7,311,202,66,282,20.9,0.299,84,40,7,69.4,553,2.41,37.2,18.4
Grand Fir,24,35,534,25.2,28.6,34.2,412,335,194,155,25,0.542,84,59,23,80.5,738,2.06,35.5,21.1
Grand Fir,24,40,441,28.4,32.9,37.5,498,445,332,93,29.1,0.905,84,70,42,90,908,1.77,32.4,22.7
Grand Fir,24,45,385,31,36.8,41,582,542,452,56,33,1.239,69,62,46,98.2,1061,1.55,29,23.6
Grand Fir,24,50,347,33.2,40.3,44.3,660,627,555,38,36.6,1.578,59,55,45,105.5,1198,1.37,25.8,24
Grand Fir,24,55,320,35.1,43.4,47.4,730,701,642,27,39.9,1.932,51,49,43,111.9,1319,1.2,22.6,24
Grand Fir,24,60,300,36.6,46.2,50.1,790,765,712,20,42.9,2.256,45,43,39,117.5,1424,1.02,19.3,23.7
Grand Fir,24,65,284,37.9,48.4,52.2,838,816,767,16,45.4,2.522,40,38,36,122.1,1512,0.84,16.1,23.3
Grand Fir,24,70,271,39,50.3,53.8,876,855,809,13,47.6,2.821,35,34,32,125.9,1584,0.7,13.3,22.6
Grand Fir,24,75,261,39.8,51.9,55.2,906,886,842,10,49.5,3.223,30,30,28,129.1,1645,0.56,10.5,21.9
Grand Fir,24,80,254,40.4,53,56.1,925,905,862,7,50.8,3.333,26,25,24,131.5,1689,0.44,7.8,21.1
Grand Fir,22,15,2750,8.3,9.8,20.9,54,0,0,0,0,0,0,0,0,20.9,54,3.22,19.4,3.6
Grand Fir,22,20,1684,12.2,13.8,25,112,6,0,1066,13,0.056,59,2,0,39.1,171,3.24,27.2,8.6
Grand Fir,22,25,1096,16.4,17.9,27.7,190,48,3,588,16.1,0.131,77,11,0,53.7,326,2.7,32.7,13
Grand Fir,22,30,778,20.3,22.3,30.5,284,162,41,318,19.6,0.243,77,29,4,66.2,498,2.3,34.3,16.6
Grand Fir,22,35,597,23.8,26.7,33.4,378,288,139,181,23.4,0.427,77,48,14,76.8,668,1.97,32.9,19.1
Grand Fir,22,40,490,26.8,30.7,36.3,459,394,265,107,27,0.721,77,60,30,85.8,827,1.69,30.1,20.7
Grand Fir,22,45,427,29.3,34.4,39.5,537,489,382,63,30.5,1.025,65,55,37,93.6,969,1.47,27,21.5
Grand Fir,22,50,384,31.4,37.6,42.6,609,570,483,43,33.7,1.304,55,50,38,100.5,1096,1.29,24.1,21.9
Grand Fir,22,55,354,33.2,40.5,45.4,675,641,569,30,36.7,1.592,48,44,37,106.5,1209,1.12,21.1,22
Grand Fir,22,60,331,34.7,42.9,47.9,731,702,640,23,39.3,1.836,42,39,34,111.7,1307,0.94,18,21.8
Grand Fir,22,65,313,36,45,49.7,776,750,694,18,41.6,2.074,37,35,31,115.9,1389,0.77,14.9,21.4
Grand Fir,22,70,299,37,46.7,51.1,811,786,734,14,43.5,2.312,32,31,28,119.4,1456,0.65,12.4,20.8
Grand Fir,22,75,288,37.8,48.2,52.4,840,817,767,11,45.1,2.594,28,27,25,122.4,1512,0.52,9.7,20.2
Grand Fir,22,80,279,38.4,49.2,53.2,857,835,788,9,46.4,2.807,23,23,21,124.5,1553,0.39,7.1,19.4
Grand Fir,20,15,2770,7.7,8.9,17.3,40,0,0,0,0,0,0,0,0,17.3,40,3.16,17.6,2.7
Grand Fir,20,20,1866,11.4,13.1,25.2,102,3,0,904,12.5,0.05,45,1,0,36.3,146,3.18,24.6,7.3
Grand Fir,20,25,1233,15.3,16.9,27.8,172,32,0,633,15.3,0.111,70,7,0,50.7,286,2.63,29.7,11.5
Grand Fir,20,30,881,19.1,20.9,30.4,258,124,24,352,18.5,0.199,70,21,2,62.6,443,2.22,31.3,14.8
Grand Fir,20,35,673,22.4,24.9,32.8,345,241,92,208,21.8,0.336,70,38,9,72.8,599,1.89,30.3,17.1
Grand Fir,20,40,546,25.2,28.6,35.2,421,344,199,127,25.1,0.554,70,49,19,81.5,746,1.61,27.8,18.6
Grand Fir,20,45,474,27.6,32,38.2,492,433,311,72,28.2,0.847,60,49,27,88.9,877,1.39,25,19.5
Grand Fir,20,50,427,29.6,35,41,559,512,408,47,31.1,1.081,51,44,30,95.4,995,1.21,22.3,19.9
Grand Fir,20,55,392,31.3,37.7,43.6,620,580,492,35,33.8,1.312,44,40,31,101,1100,1.04,19.5,20
Grand Fir,20,60,366,32.8,39.9,45.8,672,637,561,26,36.1,1.496,39,36,29,105.8,1191,0.87,16.6,19.8
Grand Fir,20,65,345,34,41.8,47.4,714,682,615,21,38.1,1.672,34,32,27,109.7,1266,0.74,13.8,19.5
Grand Fir,20,70,329,35,43.4,48.7,746,717,657,16,39.8,1.921,29,28,24,112.9,1328,0.6,11.4,19
Grand Fir,20,75,317,35.7,44.8,50,773,746,690,12,41.3,2.223,25,24,21,115.7,1380,0.47,8.9,18.4
Grand Fir,20,80,308,36.3,45.8,50.7,789,764,710,9,42.4,2.337,21,20,18,117.6,1417,0.35,6.4,17.7
Grand Fir,18,15,2790,7.1,7.7,12.9,27,0,0,0,0,0,0,0,0,12.9,27,3.1,15.8,1.8
Grand Fir,18,20,2065,10.7,12.3,24.7,91,1,0,725,12,0.042,30,0,0,32.8,121,3.11,22,6.1
Grand Fir,18,25,1381,14.3,15.9,27.4,153,20,0,684,14.6,0.092,63,5,0,46.9,246,2.57,26.6,9.8
Grand Fir,18,30,997,17.8,19.6,29.9,230,87,12,384,17.4,0.164,63,13,1,58.5,387,2.15,28.3,12.9
Grand Fir,18,35,762,20.9,23.2,32.2,309,190,55,235,20.3,0.269,63,28,5,68.4,529,1.82,27.6,15.1
Grand Fir,18,40,615,23.6,26.6,34.2,381,289,139,147,23.3,0.429,63,39,12,76.7,663,1.54,25.6,16.6
Grand Fir,18,45,528,25.9,29.7,36.7,446,375,237,87,26.1,0.645,56,42,19,83.8,785,1.31,23.1,17.4
Grand Fir,18,50,473,27.8,32.5,39.2,508,450,330,55,28.7,0.87,48,39,23,89.9,894,1.13,20.6,17.9
Grand Fir,18,55,434,29.5,34.9,41.5,563,516,410,39,31,1.054,41,35,24,95.1,990,0.97,18,18
Grand Fir,18,60,405,30.9,37,43.5,612,570,477,29,33.1,1.229,35,32,24,99.6,1073,0.81,15.4,17.9
Grand Fir,18,65,382,32.1,38.7,45.1,651,613,530,23,34.9,1.378,31,28,22,103.3,1143,0.67,12.8,17.6
Grand Fir,18,70,365,33,40.2,46.3,682,647,572,17,36.4,1.571,26,24,20,106.3,1201,0.55,10.5,17.2
Grand Fir,18,75,352,33.7,41.4,47.4,706,674,605,13,37.7,1.71,22,21,18,108.8,1248,0.43,8.2,16.6
Grand Fir,18,80,341,34.2,42.4,48.1,722,692,627,11,38.7,1.907,19,17,15,110.6,1282,0.31,5.8,16
Grand Fir,16,15,2810,6.6,5.8,7.4,13,0,0,0,0,0,0,0,0,7.4,13,3.04,13.9,0.9
Grand Fir,16,20,2295,9.9,11.5,23.7,80,0,0,515,11.3,0.032,16,0,0,28.8,97,3.03,19.3,4.8
Grand Fir,16,25,1547,13.3,14.8,26.5,134,11,0,748,13.7,0.075,56,3,0,42.7,206,2.5,23.4,8.2
Grand Fir,16,30,1126,16.6,18.1,29,202,53,4,421,16.2,0.133,56,8,0,53.8,330,2.06,25.2,11
Grand Fir,16,35,862,19.5,21.4,31.1,274,140,30,264,18.9,0.213,56,18,2,63.3,458,1.75,25,13.1
Grand Fir,16,40,692,22.1,24.6,33,340,233,86,170,21.6,0.331,56,29,6,71.3,580,1.49,23.5,14.5
Grand Fir,16,45,587,24.3,27.6,35,400,316,166,105,24.1,0.492,52,34,12,78.2,692,1.25,21.2,15.4
Grand Fir,16,50,521,26.2,30.1,37.1,456,387,250,66,26.5,0.683,44,33,16,83.9,792,1.06,18.8,15.8
Grand Fir,16,55,477,27.8,32.5,39.2,506,448,327,44,28.5,0.858,37,30,18,88.7,880,0.9,16.4,16
Grand Fir,16,60,444,29.1,34.3,41,551,500,391,33,30.4,1,32,27,18,92.9,956,0.77,15.2,15.9
Grand Fir,16,65,420,30.2,36,42.6,588,544,444,24,32.1,1.158,28,24,18,96.4,1021,0.64,11.9,15.7
Grand Fir,16,70,400,31.1,37.4,43.9,618,577,487,20,33.5,1.302,24,21,16,99.3,1075,0.51,9.6,15.4
Grand Fir,16,75,385,31.8,38.5,44.8,640,602,518,15,34.6,1.411,20,18,14,101.5,1117,0.39,7.4,14.9
Grand Fir,16,80,375,32.3,39.3,45.4,655,620,541,10,35.4,1.491,16,15,12,103.2,1149,0.28,5.2,14.4
Grand Fir,14,20,2473,9.1,10.5,21.5,68,0,0,247,10.6,0.014,3,0,0,23.7,71,2.94,16.5,3.5
Grand Fir,14,25,1668,12.3,13.7,24.6,112,6,0,805,12.9,0.061,49,1,0,37.3,164,2.45,20.2,6.6
Grand Fir,14,30,1230,15.4,16.8,27.4,171,31,0,438,15.2,0.112,49,5,0,48.1,273,1.98,22.1,9.1
Grand Fir,14,35,946,18.2,19.9,29.5,235,95,14,284,17.6,0.173,49,11,1,57.1,385,1.67,22.2,11
Grand Fir,14,40,759,20.6,22.9,31.3,295,177,49,187,20.1,0.263,49,21,3,64.8,495,1.43,21.2,12.4
Grand Fir,14,45,637,22.7,25.7,33,350,255,109,122,22.5,0.386,47,27,7,71.4,597,1.23,19.5,13.3
Grand Fir,14,50,562,24.6,28.2,35,402,324,181,75,24.7,0.532,40,28,10,77,689,1.02,17.2,13.8
Grand Fir,14,55,513,26.1,30.3,36.9,448,381,249,49,26.6,0.679,34,26,12,81.7,769,0.84,14.9,14
Grand Fir,14,60,478,27.4,32,38.4,488,429,308,35,28.2,0.805,29,23,13,85.4,838,0.7,12.7,14
Grand Fir,14,65,451,28.4,33.5,39.7,521,469,356,27,29.6,0.912,25,21,13,88.6,896,0.59,10.7,13.8
Grand Fir,14,70,431,29.3,34.7,40.9,549,501,396,20,30.8,1.04,21,18,12,91.3,944,0.48,8.7,13.5
Grand Fir,14,75,416,29.9,35.7,41.7,569,525,427,15,31.8,1.13,17,15,11,93.4,982,0.36,6.7,13.1
Grand Fir,14,80,405,30.4,36.5,42.3,584,542,448,11,32.6,1.193,14,13,9,94.9,1011,0.26,4.7,12.6
Noble Fir,22,15,3252,7.9,10.1,25.8,56,0,0,0,0,0,0,0,0,25.8,56,3.16,24,3.7
Noble Fir,22,20,2442,11.5,12.8,31.6,142,4,0,810,12.3,0.053,43,1,0,41.2,185,3.09,28.2,9.2
Noble Fir,22,25,1658,14.8,16.2,34,217,31,0,784,14.6,0.098,77,6,0,56.7,338,2.98,31.2,13.5
Noble Fir,22,30,1221,17.6,19.8,37.6,299,118,17,437,17.5,0.176,77,17,1,70.8,496,2.57,31.3,16.5
Noble Fir,22,35,955,20,23.2,40.4,376,232,68,266,20.5,0.289,77,34,6,82.5,650,2.19,30.2,18.6
Noble Fir,22,40,773,22.2,26.5,42.8,447,338,161,182,23.6,0.424,77,49,15,92.7,798,1.95,28.9,19.9
Noble Fir,22,45,651,24.1,29.7,45.1,511,428,270,122,26.8,0.629,77,59,29,102,939,1.76,27.5,20.9
Noble Fir,22,50,560,25.8,22.7,47.1,567,505,374,91,29.9,0.845,77,65,41,110.3,1073,1.6,26.1,21.5
